trade_date,open,high,low,close,volume
2023-12-16 16:00:00,42605.4,42717.4,41520.0,41809.8,6914.20951948
2023-12-17 16:00:00,41809.9,42430.0,40544.4,41266.8,15960.95375126
2023-12-18 16:00:00,41268.9,43487.5,41149.3,42483.0,15151.90417691
2023-12-19 16:00:00,42483.0,44300.0,41811.3,44037.4,15811.36652187
2023-12-20 16:00:00,44037.4,44256.8,43228.7,43823.6,14354.00138063
2023-12-21 16:00:00,43824.3,44406.3,43347.6,43671.3,11381.83540819
2023-12-22 16:00:00,43671.3,44045.4,43288.0,43755.8,6124.14379289
2023-12-23 16:00:00,43757.5,43944.3,43400.7,43680.2,4075.38630312
2023-12-24 16:00:00,43680.2,43807.9,42521.9,43616.8,9108.55490365
2023-12-25 16:00:00,43616.8,43718.5,42111.0,42392.8,10881.59404707
2023-12-26 16:00:00,42392.8,43227.7,41610.0,42977.9,13261.69180208
2023-12-27 16:00:00,42979.6,43788.6,42398.0,42444.9,10828.4778683
2023-12-28 16:00:00,42445.2,43113.6,42105.3,42266.2,13798.32152259
2023-12-29 16:00:00,42266.1,42449.6,41267.1,42374.8,12797.04888955
2023-12-30 16:00:00,42374.7,42888.0,41971.6,42457.5,9395.39501423
2023-12-31 16:00:00,42457.6,42848.0,42066.0,42782.8,6214.51469206
2024-01-01 16:00:00,42783.9,45884.6,42662.9,45183.9,22457.94120446
2024-01-02 16:00:00,45184.0,45515.8,40157.3,42985.9,36954.95822055
2024-01-03 16:00:00,42990.0,44349.7,41759.0,44057.7,22396.14267526
2024-01-04 16:00:00,44057.8,44888.0,42250.1,43500.2,25219.90084603
2024-01-05 16:00:00,43500.1,44393.0,43082.6,43865.1,11218.63020597
2024-01-06 16:00:00,43867.5,44481.2,43637.6,44048.1,8392.84778305
2024-01-07 16:00:00,44048.1,45400.0,43180.1,44968.0,21036.57029625
2024-01-08 16:00:00,44967.9,47300.0,44793.4,46865.5,27135.98331173
2024-01-09 16:00:00,46865.5,48023.7,44289.5,45547.0,37228.30513452
2024-01-10 16:00:00,45548.3,48988.0,44777.6,46775.8,50059.09287579
2024-01-11 16:00:00,46775.8,47000.0,44337.9,44467.3,25592.16888707
2024-01-12 16:00:00,44466.9,44666.0,41360.9,43154.0,28101.84329841
2024-01-13 16:00:00,43156.1,43186.9,42543.9,42906.2,6225.3421282
2024-01-14 16:00:00,42906.2,43015.9,41715.2,42278.3,15081.76689085
2024-01-15 16:00:00,42278.3,43388.0,42045.4,43253.7,12719.1911304
2024-01-16 16:00:00,43253.6,43585.0,42370.4,42476.4,10125.02801761
2024-01-17 16:00:00,42476.5,42925.5,42205.1,42619.1,7614.45072789
2024-01-18 16:00:00,42619.1,42619.2,40678.3,40898.5,19209.64647714
2024-01-19 16:00:00,40898.6,42187.2,40258.2,41569.9,9357.17975277
2024-01-20 16:00:00,41566.4,41883.2,41524.0,41656.2,3041.3029266
2024-01-21 16:00:00,41658.0,41817.2,40349.7,40772.0,12488.92323873
2024-01-22 16:00:00,40773.5,40873.7,38554.0,39204.1,22724.04074797
2024-01-23 16:00:00,39204.1,40588.0,38910.0,40049.9,14965.86228163
2024-01-24 16:00:00,40049.9,40306.0,39497.3,39801.1,9125.75641122
2024-01-25 16:00:00,39801.1,41588.8,39538.9,41418.1,16100.01759444
2024-01-26 16:00:00,41418.1,42249.9,41380.4,41820.5,10436.48359259
2024-01-27 16:00:00,41822.0,42838.2,41741.9,42260.2,6670.09676906
2024-01-28 16:00:00,42260.3,42648.6,41617.2,42641.6,7219.21694963
2024-01-29 16:00:00,42641.5,43884.4,42520.0,43377.1,16995.90354194
2024-01-30 16:00:00,43377.1,43758.0,42352.8,43354.2,14771.00200029
2024-01-31 16:00:00,43353.2,43748.8,41868.2,42511.6,13731.11320268
2024-02-01 16:00:00,42511.5,43428.7,42358.9,43234.8,9672.31732967
2024-02-02 16:00:00,43234.7,43485.2,42774.0,43121.6,4039.11776893
2024-02-03 16:00:00,43121.7,43281.8,42724.1,42936.0,3638.58155223
2024-02-04 16:00:00,42936.1,43571.8,42188.0,42639.3,8280.08418842
2024-02-05 16:00:00,42639.3,43276.8,42323.0,43247.7,7036.25300619
2024-02-06 16:00:00,43245.4,43388.0,42787.8,43070.4,5833.16413884
2024-02-07 16:00:00,43070.5,45477.5,43009.6,45434.9,13462.39443643
2024-02-08 16:00:00,45434.9,47760.7,44893.4,47158.5,17482.71724676
2024-02-09 16:00:00,47158.6,48219.9,46841.6,47346.7,9673.35313517
2024-02-10 16:00:00,47346.8,48594.4,47153.2,48148.4,6538.61411751
2024-02-11 16:00:00,48148.4,49952.9,47705.7,49917.2,10115.98395401
2024-02-12 16:00:00,49917.3,50385.1,48400.0,48723.1,16741.98446221
2024-02-13 16:00:00,48724.0,52045.7,48300.0,51590.9,17497.90331389
2024-02-14 16:00:00,51596.7,52813.0,51192.5,51948.0,14216.28853177
2024-02-15 16:00:00,51948.0,52574.2,51309.5,51878.8,13465.71024966
2024-02-16 16:00:00,51878.8,52256.0,50618.6,50980.1,8647.51922009
2024-02-17 16:00:00,50980.1,52070.0,50738.1,51781.4,5505.93217076
2024-02-18 16:00:00,51781.5,52489.2,51594.7,52127.6,6427.20569274
2024-02-19 16:00:00,52127.6,53006.0,51290.0,51676.9,13266.78438816
2024-02-20 16:00:00,51676.9,52526.6,50533.8,51156.8,14160.67828774
2024-02-21 16:00:00,51156.9,52036.4,50650.0,51602.5,10548.38321226
2024-02-22 16:00:00,51602.4,52080.0,50788.0,50908.6,10928.27014668
2024-02-23 16:00:00,50908.6,51195.2,50513.1,51101.0,5663.27182307
2024-02-24 16:00:00,51101.0,51910.0,51096.9,51522.1,5246.41072566
2024-02-25 16:00:00,51520.9,52848.0,50902.2,52843.2,9102.27095655
2024-02-26 16:00:00,52843.2,57500.0,52744.2,56747.9,23087.26765235
2024-02-27 16:00:00,56748.0,61364.7,56201.7,60966.9,19637.90369844
2024-02-28 16:00:00,60966.8,64085.2,58666.0,62764.2,33477.74765964
2024-02-29 16:00:00,62764.2,62881.0,60372.0,61272.5,16408.10890415
2024-03-01 16:00:00,61272.6,63114.4,61242.5,61776.7,9745.42392091
2024-03-02 16:00:00,61776.7,62642.7,61307.0,62172.1,6831.50102256
2024-03-03 16:00:00,62172.1,66600.0,62090.3,66454.1,19074.42334474
2024-03-04 16:00:00,66454.1,69080.0,64970.4,66778.0,27852.330643
2024-03-05 16:00:00,66778.1,67647.4,59000.0,66485.7,42637.47188972
2024-03-06 16:00:00,66488.1,67896.6,65544.0,67261.8,12794.18645877
2024-03-07 16:00:00,67252.2,70040.0,66750.0,67618.1,15402.01073433
2024-03-08 16:00:00,67622.1,69383.0,66063.3,68288.8,14304.48754839
2024-03-09 16:00:00,68288.7,69910.7,68000.0,69191.5,8567.00702667
2024-03-10 16:00:00,69191.5,72665.3,66944.1,72008.0,19462.54243586
2024-03-11 16:00:00,72008.1,73095.2,70777.0,71702.0,16055.75801959
2024-03-12 16:00:00,71702.0,73625.6,68600.0,72624.1,19286.14136988
2024-03-13 16:00:00,72624.2,73787.1,70581.4,70843.3,13507.67335845
2024-03-14 16:00:00,70843.3,72432.0,65588.0,68165.3,31616.38197128
2024-03-15 16:00:00,68165.3,70659.3,67408.0,68385.8,14358.43992031
2024-03-16 16:00:00,68385.9,68415.8,64541.7,67963.8,19654.12569864
2024-03-17 16:00:00,67963.7,68974.0,66635.0,67480.0,13211.47131006
2024-03-18 16:00:00,67478.3,68121.6,62393.7,64056.9,27379.78150141
2024-03-19 16:00:00,64053.4,65765.0,60767.5,63607.7,26232.38601017
2024-03-20 16:00:00,63604.5,68247.2,62026.3,66571.2,21192.68156922
2024-03-21 16:00:00,66571.3,67000.0,62579.8,63883.9,17213.42140341
2024-03-22 16:00:00,63883.9,65420.3,62200.0,65099.9,9446.44416316
2024-03-23 16:00:00,65099.9,66000.0,63765.9,65673.1,7691.71120911
2024-03-24 16:00:00,65674.5,70016.0,64609.2,69785.7,15028.36714977
2024-03-25 16:00:00,69785.8,71547.3,69283.8,70257.0,14752.81873015
2024-03-26 16:00:00,70253.8,71777.0,68538.0,68882.1,15705.37718062
2024-03-27 16:00:00,68883.7,71541.1,68400.0,71289.8,13287.24522395
2024-03-28 16:00:00,71295.3,71323.8,69001.1,69176.6,10268.67983665
2024-03-29 16:00:00,69176.7,70322.6,69091.0,70002.0,3850.54207066
2024-03-30 16:00:00,70001.9,70733.5,69542.7,70394.0,4302.95777863
2024-03-31 16:00:00,70394.0,71400.1,68119.4,68230.0,12452.22725956
2024-04-01 16:00:00,68226.0,69916.0,64588.8,64876.0,20510.70747866
2024-04-02 16:00:00,64883.1,66908.3,64403.1,65836.7,12346.71979714
2024-04-03 16:00:00,65835.0,67937.7,65060.3,67649.8,10402.08202978
2024-04-04 16:00:00,67649.9,69319.4,65958.8,68201.4,16475.726599
2024-04-05 16:00:00,68197.8,68380.0,67304.0,68112.8,5097.30222539
2024-04-06 16:00:00,68106.2,69880.0,67941.7,69555.9,5592.82722851
2024-04-07 16:00:00,69560.0,72799.0,68866.8,71782.2,14553.61532792
2024-04-08 16:00:00,71776.1,72126.4,68518.0,69264.6,12560.09027311
2024-04-09 16:00:00,69264.9,69600.1,67506.8,68656.0,11423.86667529
2024-04-10 16:00:00,68650.0,71315.9,68576.0,70001.3,12331.90943846
2024-04-11 16:00:00,70001.4,71230.0,69231.6,69346.1,10084.79503254
2024-04-12 16:00:00,69346.2,69589.0,64845.4,67672.1,19829.26168652
2024-04-13 16:00:00,67668.2,67758.3,60000.0,64173.3,36973.8847011
2024-04-14 16:00:00,64180.1,66867.2,62568.6,64568.1,17879.9558903
2024-04-15 16:00:00,64572.0,64868.3,61568.1,61758.9,18893.90356964
2024-04-16 16:00:00,61760.1,64523.1,59862.7,60299.4,19463.08376615
2024-04-17 16:00:00,60295.9,64133.8,59632.6,63498.2,17921.34865857
2024-04-18 16:00:00,63498.2,65440.0,59587.2,64439.7,24315.75708195
2024-04-19 16:00:00,64438.6,64968.4,62937.0,64806.0,8805.44230238
2024-04-20 16:00:00,64806.0,65704.5,64451.5,65043.9,6222.72425837
2024-04-21 16:00:00,65043.9,66488.0,64211.1,66002.4,9930.67262445
2024-04-22 16:00:00,66002.5,67248.0,65808.5,66422.7,8898.76240869
2024-04-23 16:00:00,66425.3,67078.2,64507.7,64615.5,7567.44724709
2024-04-24 16:00:00,64613.9,65133.0,62747.4,64132.1,16075.00807359
2024-04-25 16:00:00,64129.6,65289.8,63333.3,63503.7,10570.26028635
2024-04-26 16:00:00,63503.8,64171.0,62380.6,62955.8,6081.86736904
2024-04-27 16:00:00,62955.7,64380.0,62744.3,63536.4,5246.91451327
2024-04-28 16:00:00,63536.4,63976.2,61787.8,63045.3,10241.32559109
2024-04-29 16:00:00,63045.2,64732.0,60555.0,60793.9,12300.53620817
2024-04-30 16:00:00,60793.7,61066.2,56555.0,56885.3,22039.18083271
2024-05-01 16:00:00,56882.1,59488.7,56604.3,59266.3,20284.30682897
2024-05-02 16:00:00,59270.0,62121.0,58643.5,61690.0,12507.34778458
2024-05-03 16:00:00,61690.7,64545.3,61534.1,63612.4,10913.65512547
2024-05-04 16:00:00,63615.6,64652.4,62884.7,64432.0,5870.99580079
2024-05-05 16:00:00,64430.2,65518.0,62930.0,63632.4,11640.44109066
2024-05-06 16:00:00,63633.7,64411.8,62697.2,63741.9,9878.53224532
2024-05-07 16:00:00,63742.0,63895.9,61787.8,62278.0,8034.01736002
2024-05-08 16:00:00,62279.4,62761.4,60625.0,62157.8,7022.12047301
2024-05-09 16:00:00,62157.7,63470.5,60690.0,60925.0,10977.76010143
2024-05-10 16:00:00,60924.0,61525.0,60180.0,61176.1,5299.83863081
2024-05-11 16:00:00,61182.3,61570.0,60604.0,61411.7,2706.2966471
2024-05-12 16:00:00,61417.9,63299.8,60758.9,63009.9,9197.44820298
2024-05-13 16:00:00,63009.9,63459.3,61120.2,61779.8,9389.87284837
2024-05-14 16:00:00,61779.9,65068.2,61150.6,64714.1,11271.96121316
2024-05-15 16:00:00,64714.2,66789.0,64714.2,65826.1,9992.61811865
2024-05-16 16:00:00,65826.2,67459.0,64610.0,67199.0,8688.15885428
2024-05-17 16:00:00,67199.9,67389.1,66208.0,66813.6,4626.41629247
2024-05-18 16:00:00,66813.6,67750.7,66659.9,66887.5,3239.89146339
2024-05-19 16:00:00,66887.4,67500.0,65839.1,67413.8,5512.55113575
2024-05-20 16:00:00,67413.8,71979.0,67380.3,69821.5,19725.15708033
2024-05-21 16:00:00,69821.5,70596.4,69161.0,70451.6,7754.36847311
2024-05-22 16:00:00,70452.5,70665.8,67602.3,68075.5,9782.61105492
2024-05-23 16:00:00,68075.6,68421.8,66256.3,68332.0,9957.78994866
2024-05-24 16:00:00,68332.0,69639.3,67901.1,68938.6,4367.86312784
2024-05-25 16:00:00,68938.6,69556.6,68669.8,68846.4,2404.60880818
2024-05-26 16:00:00,68847.2,70550.0,68150.2,70370.8,4680.88621833
2024-05-27 16:00:00,70370.8,70688.0,67485.0,68379.4,8323.58184944
2024-05-28 16:00:00,68380.8,68934.6,67264.3,67380.0,5956.79083607
2024-05-29 16:00:00,67380.1,68823.9,67123.9,68532.1,7430.48991909
2024-05-30 16:00:00,68532.0,69515.0,67200.1,67209.6,6977.19230059
2024-05-31 16:00:00,67209.7,68002.3,66654.1,67683.9,3721.63550499
2024-06-01 16:00:00,67684.0,68472.3,67380.1,68147.1,2542.46565836
2024-06-02 16:00:00,68147.2,70299.4,67267.1,69613.3,8286.11621656
2024-06-03 16:00:00,69613.4,70500.0,68560.1,70447.9,6467.52905786
2024-06-04 16:00:00,70448.0,71717.9,70087.6,71567.3,8905.38681874
2024-06-05 16:00:00,71567.2,71754.7,70708.0,71302.2,4845.77426249
2024-06-06 16:00:00,71302.3,71997.0,70120.0,71108.6,7445.37475641
2024-06-07 16:00:00,71108.6,71212.1,68300.0,69420.8,6796.33978825
2024-06-08 16:00:00,69420.9,69775.0,69134.0,69508.5,2262.53916867
2024-06-09 16:00:00,69508.6,70186.2,69156.1,70058.6,2900.91677586
2024-06-10 16:00:00,70058.6,70120.0,66000.0,66230.3,12643.21150436
2024-06-11 16:00:00,66230.2,70000.0,66153.9,69728.9,8282.20568019
2024-06-12 16:00:00,69734.9,69871.7,66333.0,66460.0,9437.32108632
2024-06-13 16:00:00,66458.1,67366.3,66258.0,66388.3,5076.58299615
2024-06-14 16:00:00,66389.9,66633.3,65068.0,66317.5,4914.21837406
2024-06-15 16:00:00,66317.5,66796.7,65857.0,66705.4,1750.99687036
2024-06-16 16:00:00,66707.9,66985.4,65124.3,65365.2,4811.24197008
2024-06-17 16:00:00,65365.2,67301.4,64256.0,64702.3,10249.45839206
2024-06-18 16:00:00,64705.8,65727.2,64051.5,64929.0,5718.99048177
2024-06-19 16:00:00,64929.0,66493.9,64656.0,64832.0,5167.20082726
2024-06-20 16:00:00,64831.3,65214.9,63383.3,63724.1,7556.86391942
2024-06-21 16:00:00,63727.9,64543.9,63461.5,64302.9,2792.87622034
2024-06-22 16:00:00,64303.0,64524.7,64067.9,64097.9,1475.76653742
2024-06-23 16:00:00,64098.0,64186.4,60588.6,60850.0,10806.85619147
2024-06-24 16:00:00,60849.9,62151.6,58378.0,61820.6,13355.98499833
2024-06-25 16:00:00,61820.7,62483.9,61145.1,61480.0,6063.45081984
2024-06-26 16:00:00,61480.0,62390.0,60620.7,61590.1,6929.92098312
2024-06-27 16:00:00,61590.1,62233.9,60730.0,61060.0,5791.31757876
2024-06-28 16:00:00,61060.0,61218.2,60055.5,61115.1,5377.31305106
2024-06-29 16:00:00,61115.2,61865.0,60710.1,61719.8,2869.46621247
2024-06-30 16:00:00,61720.0,63822.3,61579.4,63142.1,5919.45254798
2024-07-01 16:00:00,63142.1,63860.2,61835.1,61949.9,5735.05146438
2024-07-02 16:00:00,61950.0,62374.7,59571.1,60183.0,8596.16000968
2024-07-03 16:00:00,60181.4,60659.9,56759.5,58143.3,13474.51709964
2024-07-04 16:00:00,58143.3,58822.0,53269.0,56670.1,21339.40749426
2024-07-05 16:00:00,56675.9,57454.5,55823.4,57320.2,6294.2374643
2024-07-06 16:00:00,57322.7,58479.8,56573.4,56826.0,5139.49206427
2024-07-07 16:00:00,56828.0,58214.7,54289.4,55760.9,12395.27222872
2024-07-08 16:00:00,55764.4,58131.3,55416.9,57476.9,7925.99202184
2024-07-09 16:00:00,57476.9,59476.3,57332.1,57700.1,8730.44903696
2024-07-10 16:00:00,57705.8,59579.9,57029.2,57405.8,8340.98132761
2024-07-11 16:00:00,57403.0,58277.2,56537.3,58211.9,6334.98025075
2024-07-12 16:00:00,58212.5,58902.5,57144.1,58838.1,5621.50300989
2024-07-13 16:00:00,58838.1,60407.5,58259.6,60088.2,5790.30410892
2024-07-14 16:00:00,60088.2,63329.6,59875.0,63031.4,9561.9283892
2024-07-15 16:00:00,63031.4,65000.0,62369.8,64888.2,13256.56780042
2024-07-16 16:00:00,64874.7,66117.5,64111.0,64728.9,8715.83907477
2024-07-17 16:00:00,64729.0,65142.5,63400.0,63537.4,6959.76043988
2024-07-18 16:00:00,63537.3,65899.2,63230.9,65836.7,7588.0189059
2024-07-19 16:00:00,65836.6,67395.4,65826.4,66827.1,5771.8664827
2024-07-20 16:00:00,66825.9,67619.6,66592.0,67167.5,3909.62022505
2024-07-21 16:00:00,67167.6,68482.1,65764.5,67065.3,8108.13462309
2024-07-22 16:00:00,67065.4,68260.0,65956.0,66583.0,6980.32873615
2024-07-23 16:00:00,66575.9,67102.0,65420.0,66177.5,6262.14777694
2024-07-24 16:00:00,66179.5,66711.8,63450.1,64778.0,10291.14363085
2024-07-25 16:00:00,64778.0,67995.6,64384.0,67562.9,9987.14320908
2024-07-26 16:00:00,67562.0,69409.5,67306.5,68862.5,4923.69687354
2024-07-27 16:00:00,68862.6,69200.0,66646.6,67645.8,9000.55137098
2024-07-28 16:00:00,67650.0,70050.0,67604.3,68100.0,10012.08230876
2024-07-29 16:00:00,68100.1,68118.5,65550.0,66217.9,10452.7749276
2024-07-30 16:00:00,66218.0,66849.5,65300.0,66385.9,5505.27545379
2024-07-31 16:00:00,66386.0,66838.0,62661.5,62902.0,11672.93627121
2024-08-01 16:00:00,62903.5,65654.0,62280.0,63418.6,14052.83193868
2024-08-02 16:00:00,63419.4,63615.3,60504.1,60878.3,10257.80358718
2024-08-03 16:00:00,60878.3,61297.1,58947.2,59087.7,9120.61207728
2024-08-04 16:00:00,59088.0,59588.0,48934.8,54318.0,56339.78259467
2024-08-05 16:00:00,54307.2,56615.4,52552.0,56412.6,21419.63781954
2024-08-06 16:00:00,56409.7,57736.3,55570.0,56092.7,13588.50844216
2024-08-07 16:00:00,56092.7,59516.0,54563.6,59429.9,15581.56573517
2024-08-08 16:00:00,59434.1,62750.0,59240.8,59812.9,12507.24484639
2024-08-09 16:00:00,59812.9,61476.0,59730.0,60523.9,5018.66891845
2024-08-10 16:00:00,60523.9,61885.7,59936.3,60127.9,4473.23302688
2024-08-11 16:00:00,60128.0,60692.8,57592.9,60207.2,12203.69028715
2024-08-12 16:00:00,60204.0,60409.1,58398.1,59480.1,7438.92094682
2024-08-13 16:00:00,59480.1,61839.8,58817.2,59443.8,10339.75429085
2024-08-14 16:00:00,59443.8,59774.0,57718.1,59675.8,8163.04134558
2024-08-15 16:00:00,59676.0,59850.0,56093.7,58074.1,11344.38939645
2024-08-16 16:00:00,58068.1,59821.0,57994.0,59394.3,5005.79557338
2024-08-17 16:00:00,59394.3,60288.4,59147.8,59863.4,4034.7571222
2024-08-18 16:00:00,59867.7,59950.0,57800.0,58540.0,5276.97615056
2024-08-19 16:00:00,58538.5,61419.6,58373.9,58831.4,10300.20771481
2024-08-20 16:00:00,58823.4,60200.0,58541.2,59518.7,6292.9018007
2024-08-21 16:00:00,59522.0,61832.3,59372.0,60407.1,9407.66438694
2024-08-22 16:00:00,60404.0,62325.6,60128.1,61534.0,7517.55736165
2024-08-23 16:00:00,61535.2,65000.0,61343.1,63984.1,11634.26606711
2024-08-24 16:00:00,63987.8,64660.0,63513.7,64133.5,4350.11132899
2024-08-25 16:00:00,64132.1,65010.2,63065.5,63534.0,5862.93436671
2024-08-26 16:00:00,63532.6,63890.8,61445.1,61704.0,7518.03470407
2024-08-27 16:00:00,61699.1,62199.9,58000.0,59002.4,12145.65443988
2024-08-28 16:00:00,59003.6,61186.4,57825.1,60777.4,8382.5128372
2024-08-29 16:00:00,60776.3,60959.2,57936.5,58088.0,8280.81454699
2024-08-30 16:00:00,58093.1,59461.5,57650.0,59013.8,3134.58179205
2024-08-31 16:00:00,59013.8,59144.5,57168.5,58214.1,4937.69290326
2024-09-01 16:00:00,58214.1,58817.4,57116.2,58535.7,6676.28043791
2024-09-02 16:00:00,58536.0,59817.0,57562.1,57724.0,5193.54115148
2024-09-03 16:00:00,57721.5,58251.4,55568.0,58128.7,9349.01498604
2024-09-04 16:00:00,58128.2,58522.1,55809.6,55976.1,8947.42912165
2024-09-05 16:00:00,55979.5,57054.8,53805.4,54044.0,11668.221536
2024-09-06 16:00:00,54044.1,54832.0,52528.6,54784.1,10275.03300045
2024-09-07 16:00:00,54784.1,54853.0,53646.1,53687.9,4125.42918681
2024-09-08 16:00:00,53686.9,55805.2,53626.2,55383.9,8159.423859
2024-09-09 16:00:00,55384.0,58135.0,55344.0,56592.2,11068.38773889
2024-09-10 16:00:00,56592.2,58045.8,55555.0,56700.4,9286.68890273
2024-09-11 16:00:00,56700.0,58588.8,56645.5,57514.2,8516.18263678
2024-09-12 16:00:00,57512.0,59717.0,57494.2,59660.1,5926.76694074
2024-09-13 16:00:00,59658.1,60644.7,59312.1,59875.3,7071.05901487
2024-09-14 16:00:00,59875.3,60407.3,59355.9,60334.2,2576.78804612
2024-09-15 16:00:00,60334.2,60354.0,57565.3,57881.8,7563.84579034
2024-09-16 16:00:00,57881.6,61343.1,57431.1,61134.0,9889.87655489
2024-09-17 16:00:00,61133.4,61268.0,59312.1,59430.0,7476.11010876
2024-09-18 16:00:00,59430.0,63509.1,59179.7,63156.2,15420.86960007
2024-09-19 16:00:00,63157.6,64142.8,62574.5,63160.0,10327.60817316
2024-09-20 16:00:00,63159.9,63305.0,62338.0,63170.1,3592.07454688
2024-09-21 16:00:00,63170.2,63569.1,62466.5,62656.1,3103.59017277
2024-09-22 16:00:00,62656.0,64750.0,62364.8,63616.1,8345.56881174
2024-09-23 16:00:00,63616.0,63950.0,62702.3,63160.0,6765.75462495
2024-09-24 16:00:00,63161.0,64822.2,63093.1,63499.0,8036.96094038
2024-09-25 16:00:00,63499.3,65556.6,62671.0,65233.0,8922.74440583
2024-09-26 16:00:00,65234.0,66500.0,64625.8,66000.1,8973.1382816
2024-09-27 16:00:00,66000.0,66364.0,65414.6,65619.0,4033.42758245
2024-09-28 16:00:00,65619.1,66000.0,65420.0,65756.2,2593.70282044
2024-09-29 16:00:00,65756.2,66079.6,63250.0,63558.8,8887.05845981
2024-09-30 16:00:00,63558.8,64128.0,61798.1,62629.6,10271.45946509
2024-10-01 16:00:00,62629.6,62777.0,60160.1,61875.5,12560.70071691
2024-10-02 16:00:00,61875.5,62375.6,59800.0,60636.3,9771.59191899
2024-10-03 16:00:00,60636.4,62010.4,59910.0,61884.0,8456.35098503
2024-10-04 16:00:00,61884.1,62480.8,61643.4,62167.2,3249.54480013
2024-10-05 16:00:00,62167.3,62797.1,61706.0,62724.8,2158.07986544
2024-10-06 16:00:00,62724.9,64466.9,62305.6,63658.0,8343.06479607
2024-10-07 16:00:00,63658.0,63916.5,61866.0,62287.5,6792.98008595
2024-10-08 16:00:00,62287.5,62596.0,61634.0,62309.9,5255.63240276
2024-10-09 16:00:00,62310.0,62346.5,60302.0,60795.2,6470.04140182
2024-10-10 16:00:00,60796.0,62466.0,58935.6,62267.1,8853.6468761
2024-10-11 16:00:00,62267.2,63488.0,62130.0,63166.1,6695.93902606
2024-10-12 16:00:00,63166.2,63400.0,62050.0,62230.1,3144.36672091
2024-10-13 16:00:00,62230.0,66294.0,62169.4,65878.1,11712.53268901
2024-10-14 16:00:00,65878.0,67963.6,64781.5,66023.1,13486.36513222
2024-10-15 16:00:00,66023.1,68422.6,65982.7,67759.3,12304.6642775
2024-10-16 16:00:00,67759.5,68107.9,66670.0,67590.5,6952.24643837
2024-10-17 16:00:00,67590.5,68880.0,66720.0,68744.2,8677.19707784
2024-10-18 16:00:00,68744.5,69000.0,68080.0,68227.7,3801.3260623
2024-10-19 16:00:00,68227.8,68765.2,68006.0,68631.9,2367.03397535
2024-10-20 16:00:00,68632.0,69546.0,66842.8,67331.5,9470.0471967
2024-10-21 16:00:00,67331.5,67925.9,66555.0,67283.5,9717.99223215
2024-10-22 16:00:00,67283.6,67838.0,65923.1,66220.0,6705.20525113
2024-10-23 16:00:00,66220.1,67984.0,65251.0,67697.7,8245.1343376
2024-10-24 16:00:00,67697.8,68850.3,67250.0,67687.5,7081.09915405
2024-10-25 16:00:00,67687.5,67870.2,65588.7,66886.2,9204.3518236
2024-10-26 16:00:00,66886.1,67852.1,66788.9,67786.0,2108.62752954
2024-10-27 16:00:00,67785.9,69285.0,67544.4,68491.5,6596.09915596
2024-10-28 16:00:00,68490.8,72440.3,68450.0,72398.3,13686.22038749
2024-10-29 16:00:00,72398.1,73650.0,71440.0,72060.2,12330.68717055
2024-10-30 16:00:00,72060.2,72962.0,70444.0,70628.0,10423.51659655
2024-10-31 16:00:00,70627.9,71629.9,68829.9,69391.0,11613.24775187
2024-11-01 16:00:00,69391.5,70514.5,68800.2,69391.3,5559.09506179
2024-11-02 16:00:00,69391.4,69607.1,67458.0,68100.0,5924.11651167
2024-11-03 16:00:00,68100.0,69499.0,67682.6,68645.5,6845.02571518
2024-11-04 16:00:00,68645.5,70329.9,66822.5,69632.1,10628.57459656
2024-11-05 16:00:00,69632.7,75409.6,68709.0,74296.4,30369.04235989
2024-11-06 16:00:00,74299.6,76388.0,74116.5,76056.3,12139.14726695
2024-11-07 16:00:00,76056.5,76848.1,75484.3,76418.8,10343.68871473
2024-11-08 16:00:00,76418.9,77179.1,75800.2,76321.2,6235.04273498
2024-11-09 16:00:00,76321.3,80100.0,75714.2,79687.3,13082.58593771
2024-11-10 16:00:00,79687.2,84288.0,78500.0,84068.2,16175.65835375
2024-11-11 16:00:00,84068.1,89970.2,83825.6,86611.9,33585.88344133
2024-11-12 16:00:00,86611.8,92666.0,85725.7,92525.6,20348.51273694
2024-11-13 16:00:00,92525.7,93263.0,87837.7,87954.9,20387.7071534
2024-11-14 16:00:00,87954.9,90707.5,86666.6,88439.9,13795.42050888
2024-11-15 16:00:00,88439.9,91851.2,88376.1,90527.8,8170.39307369
2024-11-16 16:00:00,90527.8,91489.9,89354.3,90260.0,5809.9788386
2024-11-17 16:00:00,90260.1,92644.1,88714.2,92333.3,13414.50070423
2024-11-18 16:00:00,92339.1,92800.0,89675.2,92380.7,13365.1025809
2024-11-19 16:00:00,92382.5,94800.0,91304.1,94724.9,12810.37557192
2024-11-20 16:00:00,94724.8,98400.0,93128.0,96659.9,18772.66146575
2024-11-21 16:00:00,96659.9,99408.0,96300.0,98650.5,12848.66152969
2024-11-22 16:00:00,98648.1,99588.0,98200.0,98377.2,7645.62725977
2024-11-23 16:00:00,98377.3,98569.3,95920.4,95920.9,7237.51655135
2024-11-24 16:00:00,95920.4,98876.0,94583.0,95995.1,10079.14630452
2024-11-25 16:00:00,95995.1,96498.4,91466.0,92815.1,14181.33800374
2024-11-26 16:00:00,92815.1,95858.0,90800.0,95544.3,11046.6247376
2024-11-27 16:00:00,95544.3,97203.8,94610.0,94998.4,7934.35594018
2024-11-28 16:00:00,94998.4,98628.0,94703.2,98003.1,7435.50049527
